t,frame,x,y,yaw,gt_x,gt_y,gt_yaw
80.900,map,19.2198,8.8124,0.1023,19.2248,8.6738,0.0964
81.000,map,19.2646,8.8170,0.1031,19.2696,8.6781,0.0968
81.100,map,19.3093,8.8217,0.1038,19.3143,8.6825,0.0972
81.200,map,19.3543,8.8264,0.1038,19.3591,8.6869,0.0974
81.300,map,19.3997,8.8311,0.1039,19.4039,8.6912,0.0976
81.400,map,19.4440,8.8357,0.1040,19.4487,8.6956,0.0978
81.500,map,19.4891,8.8404,0.1043,19.4935,8.7000,0.0980
81.600,map,19.5385,8.8456,0.1047,19.5383,8.7044,0.0981
81.700,map,19.5786,8.8498,0.1049,19.5831,8.7088,0.0983
81.800,map,19.6374,8.8550,0.1053,19.6323,8.7137,0.0983
81.900,map,19.6776,8.8592,0.1051,19.6726,8.7177,0.0984
82.000,map,19.7225,8.8640,0.1050,19.7174,8.7221,0.0986
82.100,map,19.7675,8.8687,0.1049,19.7622,8.7265,0.0987
82.200,map,19.8123,8.8734,0.1047,19.8070,8.7310,0.0989
82.300,map,19.8569,8.8781,0.1050,19.8517,8.7354,0.0991
82.400,map,19.9015,8.8828,0.1048,19.8960,8.7398,0.0993
82.500,map,19.9488,8.8878,0.1052,19.9434,8.7445,0.0995
82.600,map,19.9865,8.8918,0.1052,19.9813,8.7483,0.0997
82.700,map,20.0275,8.8961,0.1052,20.0223,8.7524,0.0999
82.800,map,20.0672,8.9003,0.1055,20.0623,8.7565,0.1001
82.900,map,20.1061,8.9044,0.1061,20.1012,8.7604,0.1003
83.000,map,20.1450,8.9086,0.1066,20.1396,8.7642,0.1004
83.100,map,20.1818,8.9140,0.1094,20.1764,8.7679,0.1004
83.200,map,20.2175,8.9183,0.1095,20.2124,8.7716,0.1002
83.300,map,20.2525,8.9221,0.1082,20.2475,8.7751,0.0994
83.400,map,20.2867,8.9258,0.1073,20.2817,8.7785,0.0987
83.500,map,20.3202,8.9294,0.1065,20.3150,8.7818,0.0980
83.600,map,20.3530,8.9329,0.1061,20.3475,8.7849,0.0975
83.700,map,20.3845,8.9363,0.1056,20.3792,8.7880,0.0971
83.800,map,20.4155,8.9396,0.1051,20.4100,8.7910,0.0967
83.900,map,20.4487,8.9431,0.1046,20.4430,8.7942,0.0963
84.000,map,20.4751,8.9458,0.1042,20.4692,8.7968,0.0960
84.100,map,20.5037,8.9488,0.1038,20.5006,8.7998,0.0958
84.200,map,20.5316,8.9517,0.1038,20.5256,8.8022,0.0956
84.300,map,20.5618,8.9548,0.1037,20.5559,8.8051,0.0954
84.400,map,20.5884,8.9576,0.1037,20.5830,8.8077,0.0953
84.500,map,20.6125,8.9601,0.1036,20.6068,8.8099,0.0951
84.600,map,20.6379,8.9628,0.1033,20.6322,8.8124,0.0950
84.700,map,20.6624,8.9653,0.1029,20.6568,8.8147,0.0948
84.800,map,20.6888,8.9680,0.1029,20.6807,8.8170,0.0947
84.900,map,20.7091,8.9701,0.1030,20.7035,8.8191,0.0947
85.000,map,20.7271,8.9720,0.1028,20.7216,8.8209,0.0947
85.100,map,20.7401,8.9733,0.1029,20.7347,8.8221,0.0947
85.200,map,20.7483,8.9742,0.1029,20.7428,8.8229,0.0947
85.300,map,20.7514,8.9745,0.1028,20.7460,8.8232,0.0947
85.400,map,20.7515,8.9745,0.1028,20.7460,8.8232,0.0947
85.500,map,20.7515,8.9745,0.1028,20.7460,8.8232,0.0947
85.600,map,20.7515,8.9745,0.1034,20.7460,8.8232,0.0953
85.700,map,20.7515,8.9745,0.1151,20.7460,8.8232,0.1070
85.800,map,20.7515,8.9745,0.1413,20.7460,8.8232,0.1338
85.900,map,20.7515,8.9745,0.1838,20.7460,8.8232,0.1756
86.000,map,20.7515,8.9745,0.2404,20.7460,8.8232,0.2320
86.100,map,20.7515,8.9745,0.3102,20.7460,8.8232,0.3026
86.200,map,20.7515,8.9745,0.3959,20.7460,8.8232,0.3888
86.300,map,20.7515,8.9745,0.4852,20.7460,8.8232,0.4788
86.400,map,20.7515,8.9745,0.5749,20.7460,8.8232,0.5688
86.500,map,20.7515,8.9745,0.6642,20.7460,8.8232,0.6588
86.600,map,20.7515,8.9745,0.7539,20.7460,8.8232,0.7488
86.700,map,20.7515,8.9745,0.8447,20.7460,8.8232,0.8388
86.800,map,20.7515,8.9745,0.9350,20.7460,8.8232,0.9288
86.900,map,20.7515,8.9745,1.0254,20.7460,8.8232,1.0188
87.000,map,20.7515,8.9745,1.1240,20.7460,8.8232,1.1178
87.100,map,20.7515,8.9745,1.2049,20.7460,8.8232,1.1988
87.200,map,20.7515,8.9745,1.3043,20.7460,8.8232,1.2978
87.300,map,20.7515,8.9745,1.3857,20.7460,8.8232,1.3788
87.400,map,20.7515,8.9745,1.4759,20.7460,8.8232,1.4688
87.500,map,20.7515,8.9745,1.5654,20.7460,8.8232,1.5588
87.600,map,20.7515,8.9745,1.6552,20.7460,8.8232,1.6488
87.700,map,20.7515,8.9745,1.7441,20.7460,8.8232,1.7388
87.800,map,20.7515,8.9745,1.8330,20.7460,8.8232,1.8288
87.900,map,20.7515,8.9745,1.9239,20.7460,8.8232,1.9188
88.000,map,20.7515,8.9745,2.0137,20.7460,8.8232,2.0088
88.100,map,20.7515,8.9745,2.1047,20.7460,8.8232,2.0988
88.200,map,20.7515,8.9745,2.2032,20.7460,8.8232,2.1888
88.300,map,20.7515,8.9745,2.2832,20.7460,8.8232,2.2788
88.400,map,20.7515,8.9745,2.3742,20.7460,8.8232,2.3688
88.500,map,20.7514,8.9746,2.4641,20.7459,8.8233,2.4588
88.600,map,20.7483,8.9768,2.5535,20.7428,8.8255,2.5488
88.700,map,20.7409,8.9812,2.6439,20.7354,8.8300,2.6386
88.800,map,20.7286,8.9872,2.7240,20.7231,8.8361,2.7172
88.900,map,20.7113,8.9942,2.7870,20.7059,8.8432,2.7808
89.000,map,20.6890,9.0018,2.8366,20.6837,8.8509,2.8302
89.100,map,20.6616,9.0098,2.8730,20.6563,8.8591,2.8665
89.200,map,20.6294,9.0182,2.9031,20.6240,8.8677,2.8966
89.300,map,20.5925,9.0266,2.9284,20.5870,8.8764,2.9219
89.400,map,20.5496,9.0354,2.9497,20.5446,8.8854,2.9426
89.500,map,20.5060,9.0435,2.9674,20.5007,8.8939,2.9601
89.600,map,20.4579,9.0515,2.9837,20.4522,8.9023,2.9764
89.700,map,20.4178,9.0577,2.9950,20.4123,8.9087,2.9877
89.800,map,20.3733,9.0640,3.0050,20.3679,8.9154,2.9982
89.900,map,20.3249,9.0704,3.0147,20.3234,8.9216,3.0072
90.000,map,20.2851,9.0754,3.0220,20.2789,8.9274,3.0154
90.100,map,20.2405,9.0806,3.0282,20.2343,8.9329,3.0218
90.200,map,20.1959,9.0855,3.0334,20.1896,8.9382,3.0269
90.300,map,20.1508,9.0903,3.0382,20.1449,8.9432,3.0317
90.400,map,20.1066,9.0948,3.0419,20.1002,8.9481,3.0357
90.500,map,20.0615,9.0992,3.0456,20.0554,8.9528,3.0392
90.600,map,20.0167,9.1035,3.0485,20.0107,8.9573,3.0422
90.700,map,19.9719,9.1076,3.0509,19.9659,8.9617,3.0447
90.800,map,19.9274,9.1116,3.0526,19.9211,8.9660,3.0469
90.900,map,19.8831,9.1155,3.0545,19.8763,8.9702,3.0487
91.000,map,19.8377,9.1195,3.0563,19.8315,8.9743,3.0504
91.100,map,19.7885,9.1236,3.0581,19.7867,8.9784,3.0518
91.200,map,19.7480,9.1270,3.0587,19.7419,8.9824,3.0530
91.300,map,19.7032,9.1307,3.0594,19.6970,8.9864,3.0539
91.400,map,19.6582,9.1344,3.0600,19.6477,8.9907,3.0549
91.500,map,19.6132,9.1381,3.0607,19.6074,8.9942,3.0556
91.600,map,19.5683,9.1417,3.0614,19.5626,8.9980,3.0563
91.700,map,19.5237,9.1453,3.0617,19.5177,9.0019,3.0569
91.800,map,19.4789,9.1488,3.0616,19.4729,9.0057,3.0569
91.900,map,19.4336,9.1525,3.0616,19.4280,9.0095,3.0568
92.000,map,19.3848,9.1564,3.0614,19.3832,9.0133,3.0567
92.100,map,19.3442,9.1597,3.0612,19.3384,9.0171,3.0566
92.200,map,19.2991,9.1633,3.0612,19.2935,9.0209,3.0566
92.300,map,19.2541,9.1669,3.0613,19.2487,9.0247,3.0565
92.400,map,19.2093,9.1705,3.0611,19.2038,9.0286,3.0565
92.500,map,19.1646,9.1726,3.0640,19.1590,9.0324,3.0565
92.600,map,19.1199,9.1756,3.0646,19.1142,9.0362,3.0563
92.700,map,19.0752,9.1791,3.0639,19.0693,9.0401,3.0556
92.800,map,19.0307,9.1826,3.0635,19.0245,9.0440,3.0548
92.900,map,18.9858,9.1861,3.0631,18.9797,9.0479,3.0542
93.000,map,18.9410,9.1896,3.0626,18.9349,9.0518,3.0535
93.100,map,18.8962,9.1932,3.0623,18.8900,9.0558,3.0529
93.200,map,18.8514,9.1967,3.0622,18.8452,9.0598,3.0524
93.300,map,18.8065,9.2003,3.0620,18.8004,9.0638,3.0519
93.400,map,18.7615,9.2039,3.0614,18.7556,9.0678,3.0513
93.500,map,18.7122,9.2079,3.0609,18.7108,9.0719,3.0508
93.600,map,18.6716,9.2112,3.0603,18.6659,9.0760,3.0504
93.700,map,18.6266,9.2084,3.0569,18.6211,9.0801,3.0500
93.800,map,18.5772,9.2110,3.0560,18.5763,9.0842,3.0496
93.900,map,18.5368,9.2145,3.0551,18.5315,9.0884,3.0486
94.000,map,18.4921,9.2185,3.0476,18.4868,9.0927,3.0414
94.100,map,18.4471,9.2230,3.0404,18.4421,9.0974,3.0344
94.200,map,18.4022,9.2276,3.0354,18.3974,9.1023,3.0293
94.300,map,18.3579,9.2325,3.0269,18.3535,9.1074,3.0209
94.400,map,18.3139,9.2378,3.0162,18.3091,9.1130,3.0102
94.500,map,18.2690,9.2437,3.0073,18.2647,9.1191,3.0016
94.600,map,18.2268,9.2497,2.9939,18.2224,9.1253,2.9880
94.700,map,18.1803,9.2570,2.9785,18.1796,9.1323,2.9744
94.800,map,18.1400,9.2640,2.9568,18.1352,9.1402,2.9514
94.900,map,18.1059,9.2707,2.9374,18.1008,9.1472,2.9316
95.000,map,18.0676,9.2856,2.9164,18.0626,9.1558,2.9077
95.100,map,18.0297,9.2963,2.8955,18.0251,9.1652,2.8858
95.200,map,17.9913,9.3064,2.8721,17.9867,9.1757,2.8625
95.300,map,17.9539,9.3172,2.8485,17.9494,9.1869,2.8390
95.400,map,17.9180,9.3285,2.8251,17.9136,9.1985,2.8160
95.500,map,17.8821,9.3407,2.8013,17.8776,9.2112,2.7922
95.600,map,17.8457,9.3541,2.7807,17.8409,9.2250,2.7711
95.700,map,17.8091,9.3685,2.7453,17.8075,9.2385,2.7400
95.800,map,17.7841,9.3796,2.7024,17.7796,9.2511,2.6929
95.900,map,17.7609,9.3913,2.6415,17.7567,9.2629,2.6324
96.000,map,17.7412,9.4029,2.5786,17.7389,9.2735,2.5748
96.100,map,17.7250,9.4136,2.5352,17.7210,9.2855,2.5264
96.200,map,17.7055,9.4278,2.4952,17.7018,9.2998,2.4861
96.300,map,17.6851,9.4437,2.4608,17.6816,9.3159,2.4519
96.400,map,17.6630,9.4622,2.4319,17.6595,9.3347,2.4232
96.500,map,17.6379,9.4844,2.4062,17.6349,9.3568,2.3970
96.600,map,17.6186,9.5022,2.3887,17.6156,9.3749,2.3794
96.700,map,17.5968,9.5229,2.3726,17.5940,9.3958,2.3635
96.800,map,17.5748,9.5446,2.3586,17.5719,9.4180,2.3493
96.900,map,17.5544,9.5651,2.3465,17.5517,9.4386,2.3373
97.000,map,17.5337,9.5863,2.3368,17.5313,9.4601,2.3276
97.100,map,17.5120,9.6091,2.3286,17.5098,9.4830,2.3192
97.200,map,17.4921,9.6304,2.3217,17.4900,9.5045,2.3122
97.300,map,17.4707,9.6533,2.3153,17.4706,9.5258,2.3062
97.400,map,17.4514,9.6744,2.3108,17.4495,9.5493,2.3012
97.500,map,17.4299,9.6982,2.3061,17.4300,9.5711,2.2969
97.600,map,17.4122,9.7177,2.3030,17.4104,9.5933,2.2934
97.700,map,17.4025,9.7397,2.3002,17.3908,9.6155,2.2905
97.800,map,17.3834,9.7611,2.2979,17.3719,9.6371,2.2881
97.900,map,17.3640,9.7830,2.2961,17.3526,9.6593,2.2863
98.000,map,17.3442,9.8054,2.2945,17.3330,9.6819,2.2847
98.100,map,17.3236,9.8287,2.2931,17.3128,9.7052,2.2834
98.200,map,17.3048,9.8501,2.2923,17.2941,9.7270,2.2824
98.300,map,17.2857,9.8718,2.2916,17.2754,9.7487,2.2814
98.400,map,17.2660,9.8943,2.2908,17.2559,9.7714,2.2806
98.500,map,17.2463,9.9167,2.2900,17.2364,9.7940,2.2800
98.600,map,17.2269,9.9389,2.2892,17.2173,9.8163,2.2794
98.700,map,17.2086,9.9599,2.2889,17.1991,9.8375,2.2789
98.800,map,17.1889,9.9824,2.2883,17.1798,9.8600,2.2785
98.900,map,17.1692,10.0049,2.2880,17.1605,9.8826,2.2782
99.000,map,17.1495,10.0276,2.2879,17.1411,9.9054,2.2779
99.100,map,17.1294,10.0506,2.2877,17.1212,9.9287,2.2777
99.200,map,17.1096,10.0733,2.2873,17.1016,9.9516,2.2775
99.300,map,17.0865,10.0999,2.2869,17.0807,9.9761,2.2773
99.400,map,17.0678,10.1213,2.2867,17.0602,10.0002,2.2772
99.500,map,17.0475,10.1447,2.2867,17.0402,10.0236,2.2771
99.600,map,17.0228,10.1705,2.2868,17.0197,10.0476,2.2770
99.700,map,16.9969,10.1971,2.2866,16.9991,10.0717,2.2770
99.800,map,16.9756,10.2209,2.2864,16.9790,10.0953,2.2768
99.900,map,16.9547,10.2449,2.2859,16.9584,10.1194,2.2766
100.000,map,16.9342,10.2686,2.2857,16.9381,10.1433,2.2764
100.100,map,16.9122,10.2939,2.2854,16.9164,10.1688,2.2763
100.200,map,16.8890,10.3207,2.2857,16.8934,10.1957,2.2762
100.300,map,16.8649,10.3484,2.2856,16.8696,10.2237,2.2761
100.400,map,16.8406,10.3764,2.2855,16.8455,10.2521,2.2760
100.500,map,16.8147,10.4062,2.2853,16.8200,10.2820,2.2759
100.600,map,16.7877,10.4374,2.2854,16.7931,10.3136,2.2758
100.700,map,16.7598,10.4695,2.2857,16.7654,10.3462,2.2758
100.800,map,16.7306,10.5032,2.2859,16.7365,10.3802,2.2757
100.900,map,16.7011,10.5371,2.2860,16.7073,10.4144,2.2755
101.000,map,16.6716,10.5710,2.2863,16.6782,10.4487,2.2753
101.100,map,16.6419,10.6052,2.2863,16.6490,10.4830,2.2752
101.200,map,16.6135,10.6403,2.2835,16.6199,10.5173,2.2750
101.300,map,16.5845,10.6744,2.2829,16.5908,10.5516,2.2750
101.400,map,16.5550,10.7087,2.2833,16.5616,10.5859,2.2754
101.500,map,16.5254,10.7429,2.2837,16.5325,10.6202,2.2758
101.600,map,16.4958,10.7771,2.2843,16.5033,10.6544,2.2762
101.700,map,16.4664,10.8111,2.2843,16.4741,10.6887,2.2765
101.800,map,16.4368,10.8452,2.2845,16.4449,10.7229,2.2767
101.900,map,16.4074,10.8791,2.2849,16.4157,10.7572,2.2769
102.000,map,16.3782,10.9129,2.2852,16.3865,10.7914,2.2770
102.100,map,16.3485,10.9471,2.2851,16.3573,10.8257,2.2772
102.200,map,16.3158,10.9847,2.2855,16.3281,10.8599,2.2773
102.300,map,16.2893,11.0154,2.2857,16.2989,10.8941,2.2774
102.400,map,16.2575,11.0501,2.2857,16.2697,10.9283,2.2774
102.500,map,16.2253,11.0848,2.2858,16.2405,10.9626,2.2774
102.600,map,16.1954,11.1188,2.2858,16.2113,10.9968,2.2773
102.700,map,16.1661,11.1526,2.2855,16.1820,11.0310,2.2771
102.800,map,16.1364,11.1868,2.2850,16.1528,11.0653,2.2769
102.900,map,16.1071,11.2207,2.2844,16.1237,11.0995,2.2767
103.000,map,16.0774,11.2550,2.2841,16.0945,11.1338,2.2766
103.100,map,16.0478,11.2892,2.2839,16.0653,11.1680,2.2766
103.200,map,16.0184,11.3232,2.2839,16.0361,11.2023,2.2766
103.300,map,15.9859,11.3608,2.2839,16.0040,11.2399,2.2767
103.400,map,15.9565,11.3948,2.2842,15.9777,11.2708,2.2767
103.500,map,15.9275,11.4283,2.2842,15.9485,11.3050,2.2767
103.600,map,15.9009,11.4591,2.2843,15.9193,11.3392,2.2767
103.700,map,15.8716,11.4932,2.2840,15.8901,11.3735,2.2767
103.800,map,15.8421,11.5274,2.2841,15.8609,11.4077,2.2768
103.900,map,15.8127,11.5614,2.2841,15.8317,11.4420,2.2768
104.000,map,15.7834,11.5953,2.2835,15.8025,11.4762,2.2769
104.100,map,15.7539,11.6294,2.2833,15.7733,11.5105,2.2769
104.200,map,15.7248,11.6630,2.2833,15.7444,11.5444,2.2771
104.300,map,15.6963,11.6961,2.2835,15.7162,11.5774,2.2772
104.400,map,15.6685,11.7283,2.2835,15.6887,11.6097,2.2774
104.500,map,15.6414,11.7595,2.2839,15.6619,11.6410,2.2776
104.600,map,15.6152,11.7898,2.2838,15.6358,11.6716,2.2777
104.700,map,15.5897,11.8193,2.2840,15.6104,11.7014,2.2779
104.800,map,15.5646,11.8484,2.2840,15.5856,11.7303,2.2780
104.900,map,15.5403,11.8765,2.2843,15.5614,11.7586,2.2781
105.000,map,15.5164,11.9040,2.2843,15.5380,11.7861,2.2782
105.100,map,15.4908,11.9336,2.2844,15.5150,11.8129,2.2783
105.200,map,15.4706,11.9570,2.2844,15.4926,11.8391,2.2784
105.300,map,15.4489,11.9821,2.2843,15.4709,11.8644,2.2784
105.400,map,15.4254,12.0091,2.2847,15.4476,11.8917,2.2785
105.500,map,15.4065,12.0309,2.2846,15.4289,11.9136,2.2786
105.600,map,15.3866,12.0540,2.2843,15.4090,11.9369,2.2786
105.700,map,15.3666,12.0770,2.2844,15.3892,11.9599,2.2787
105.800,map,15.3473,12.0994,2.2844,15.3700,11.9824,2.2787
105.900,map,15.3287,12.1208,2.2842,15.3515,12.0040,2.2788
106.000,map,15.3104,12.1420,2.2845,15.3334,12.0252,2.2789
106.100,map,15.2926,12.1625,2.2849,15.3156,12.0459,2.2790
106.200,map,15.2733,12.1848,2.2849,15.2964,12.0684,2.2791
106.300,map,15.2579,12.2026,2.2850,15.2795,12.0881,2.2792
106.400,map,15.2413,12.2217,2.2851,15.2646,12.1054,2.2792
106.500,map,15.2253,12.2402,2.2851,15.2485,12.1242,2.2792
106.600,map,15.2095,12.2584,2.2849,15.2326,12.1428,2.2792
106.700,map,15.1926,12.2779,2.2850,15.2158,12.1624,2.2792
106.800,map,15.1801,12.2923,2.2850,15.2034,12.1769,2.2792
106.900,map,15.1699,12.3041,2.2849,15.1933,12.1886,2.2792
107.000,map,15.1632,12.3118,2.2849,15.1867,12.1964,2.2792
107.100,map,15.1598,12.3157,2.2849,15.1833,12.2003,2.2792
107.200,map,15.1594,12.3162,2.2849,15.1829,12.2009,2.2792
107.300,map,15.1594,12.3162,2.2849,15.1829,12.2009,2.2792
107.400,map,15.1594,12.3162,2.2849,15.1829,12.2009,2.2792
107.500,map,15.1594,12.3162,2.2849,15.1829,12.2009,2.2792
107.600,map,15.1594,12.3162,2.2849,15.1829,12.2009,2.2792
107.700,map,15.1594,12.3162,2.2849,15.1829,12.2009,2.2792
107.800,map,15.1594,12.3162,2.2849,15.1829,12.2009,2.2792
107.900,map,15.1594,12.3162,2.2849,15.1829,12.2009,2.2792
108.000,map,15.1594,12.3162,2.2849,15.1829,12.2009,2.2792
108.100,map,15.1594,12.3162,2.2851,15.1829,12.2009,2.2794
108.200,map,15.1594,12.3162,2.2965,15.1829,12.2009,2.2908
108.300,map,15.1594,12.3162,2.3234,15.1829,12.2009,2.3176
108.400,map,15.1594,12.3162,2.3651,15.1829,12.2009,2.3594
108.500,map,15.1594,12.3162,2.4206,15.1829,12.2009,2.4158
108.600,map,15.1594,12.3162,2.4925,15.1829,12.2009,2.4872
108.700,map,15.1594,12.3162,2.5778,15.1829,12.2009,2.5726
108.800,map,15.1594,12.3162,2.6664,15.1829,12.2009,2.6626
108.900,map,15.1594,12.3162,2.7560,15.1829,12.2009,2.7526
109.000,map,15.1594,12.3162,2.8445,15.1829,12.2009,2.8426
109.100,map,15.1594,12.3162,2.9347,15.1829,12.2009,2.9326
109.200,map,15.1594,12.3162,3.0244,15.1829,12.2009,3.0226
109.300,map,15.1594,12.3162,3.1130,15.1829,12.2009,3.1126
109.400,map,15.1590,12.3162,-3.0695,15.1825,12.2009,-3.0715
109.500,map,15.1548,12.3157,-2.9794,15.1783,12.2003,-2.9815
109.600,map,15.1469,12.3141,-2.9027,15.1704,12.1987,-2.9041
109.700,map,15.1340,12.3103,-2.8277,15.1575,12.1950,-2.8295
109.800,map,15.1162,12.3039,-2.7664,15.1399,12.1887,-2.7681
109.900,map,15.0942,12.2946,-2.7161,15.1181,12.1795,-2.7175
110.000,map,15.0686,12.2823,-2.6736,15.0925,12.1672,-2.6751
110.100,map,15.0389,12.2666,-2.6383,15.0629,12.1516,-2.6398
110.200,map,15.0053,12.2474,-2.6096,15.0297,12.1327,-2.6105
110.300,map,14.9686,12.2252,-2.5852,14.9929,12.1105,-2.5858
110.400,map,14.9271,12.1987,-2.5626,14.9553,12.0866,-2.5655
110.500,map,14.8942,12.1767,-2.5446,14.9181,12.0619,-2.5457
110.600,map,14.8594,12.1480,-2.5180,14.8814,12.0365,-2.5260
110.700,map,14.8237,12.1217,-2.4981,14.8452,12.0104,-2.5062
110.800,map,14.7879,12.0943,-2.4784,14.8096,11.9835,-2.4865
110.900,map,14.7533,12.0667,-2.4586,14.7745,11.9560,-2.4667
111.000,map,14.7188,12.0381,-2.4388,14.7399,11.9278,-2.4470
111.100,map,14.6852,12.0090,-2.4189,14.7060,11.8989,-2.4272
111.200,map,14.6526,11.9797,-2.3994,14.6725,11.8693,-2.4081
111.300,map,14.6198,11.9493,-2.3885,14.6394,11.8391,-2.3968
111.400,map,14.5871,11.9186,-2.3914,14.6064,11.8086,-2.3996
111.500,map,14.5543,11.8884,-2.4031,14.5731,11.7785,-2.4107
111.600,map,14.5212,11.8586,-2.4134,14.5395,11.7487,-2.4209
111.700,map,14.4873,11.8286,-2.4217,14.5057,11.7192,-2.4294
111.800,map,14.4502,11.7964,-2.4300,14.4681,11.6870,-2.4374
111.900,map,14.4194,11.7700,-2.4357,14.4372,11.6609,-2.4430
112.000,map,14.3851,11.7408,-2.4410,14.4027,11.6321,-2.4478
112.100,map,14.3508,11.7120,-2.4455,14.3680,11.6034,-2.4521
112.200,map,14.3162,11.6832,-2.4492,14.3333,11.5749,-2.4556
112.300,map,14.2817,11.6548,-2.4523,14.2984,11.5464,-2.4584
112.400,map,14.2471,11.6263,-2.4549,14.2635,11.5180,-2.4608
112.500,map,14.2126,11.5981,-2.4569,14.2285,11.4898,-2.4627
112.600,map,14.1777,11.5696,-2.4586,14.1934,11.4615,-2.4643
112.700,map,14.1393,11.5384,-2.4602,14.1584,11.4334,-2.4656
112.800,map,14.1078,11.5129,-2.4611,14.1232,11.4052,-2.4666
112.900,map,14.0726,11.4845,-2.4619,14.0881,11.3771,-2.4675
113.000,map,14.0342,11.4535,-2.4626,14.0529,11.3490,-2.4682
113.100,map,14.0027,11.4281,-2.4631,14.0177,11.3210,-2.4689
113.200,map,13.9606,11.3986,-2.4609,13.9825,11.2929,-2.4694
113.300,map,13.9240,11.3701,-2.4606,13.9473,11.2649,-2.4699
113.400,map,13.8888,11.3416,-2.4612,13.9121,11.2369,-2.4706
113.500,map,13.8544,11.3137,-2.4625,13.8768,11.2090,-2.4714
113.600,map,13.8156,11.2824,-2.4631,13.8380,11.1783,-2.4722
113.700,map,13.7839,11.2569,-2.4638,13.8063,11.1531,-2.4729
