t,frame,x,y,yaw,gt_x,gt_y,gt_yaw
85.600,map,20.7611,8.9676,0.8100,20.7422,8.8921,0.8080
85.700,map,20.7611,8.9676,0.8989,20.7422,8.8921,0.8980
85.800,map,20.7611,8.9676,0.9891,20.7422,8.8921,0.9880
85.900,map,20.7611,8.9676,1.0777,20.7422,8.8921,1.0780
86.000,map,20.7611,8.9676,1.1668,20.7422,8.8921,1.1680
86.100,map,20.7611,8.9676,1.2576,20.7422,8.8921,1.2580
86.200,map,20.7611,8.9676,1.3477,20.7422,8.8921,1.3480
86.300,map,20.7611,8.9676,1.4372,20.7422,8.8921,1.4380
86.400,map,20.7611,8.9676,1.5267,20.7422,8.8921,1.5280
86.500,map,20.7611,8.9676,1.6168,20.7422,8.8921,1.6180
86.600,map,20.7611,8.9676,1.7065,20.7422,8.8921,1.7080
86.700,map,20.7611,8.9676,1.7973,20.7422,8.8921,1.7980
86.800,map,20.7611,8.9676,1.8874,20.7422,8.8921,1.8880
86.900,map,20.7611,8.9676,1.9756,20.7422,8.8921,1.9780
87.000,map,20.7611,8.9676,2.0650,20.7422,8.8921,2.0680
87.100,map,20.7611,8.9676,2.1551,20.7422,8.8921,2.1580
87.200,map,20.7611,8.9676,2.2457,20.7422,8.8921,2.2480
87.300,map,20.7611,8.9676,2.3363,20.7422,8.8921,2.3380
87.400,map,20.7611,8.9676,2.4272,20.7422,8.8921,2.4280
87.500,map,20.7592,8.9691,2.5168,20.7403,8.8936,2.5180
87.600,map,20.7529,8.9731,2.6038,20.7340,8.8977,2.6038
87.700,map,20.7419,8.9791,2.6788,20.7231,8.9036,2.6776
87.800,map,20.7259,8.9864,2.7397,20.7072,8.9109,2.7394
87.900,map,20.7051,8.9946,2.7916,20.6863,8.9191,2.7911
88.000,map,20.6793,9.0034,2.8349,20.6603,8.9279,2.8346
88.100,map,20.6484,9.0125,2.8714,20.6292,8.9371,2.8714
88.200,map,20.6123,9.0219,2.9021,20.5930,8.9465,2.9026
88.300,map,20.5710,9.0313,2.9286,20.5517,8.9560,2.9291
88.400,map,20.5268,9.0404,2.9509,20.5081,8.9649,2.9517
88.500,map,20.4825,9.0485,2.9701,20.4642,8.9729,2.9711
88.600,map,20.4384,9.0557,2.9867,20.4200,8.9801,2.9877
88.700,map,20.3941,9.0623,3.0011,20.3757,8.9866,3.0019
88.800,map,20.3492,9.0684,3.0131,20.3313,8.9926,3.0140
88.900,map,20.3040,9.0726,3.0259,20.2867,8.9981,3.0244
89.000,map,20.2595,9.0772,3.0349,20.2421,9.0031,3.0331
89.100,map,20.2149,9.0818,3.0420,20.1974,9.0078,3.0402
89.200,map,20.1700,9.0861,3.0481,20.1526,9.0122,3.0463
89.300,map,20.1251,9.0902,3.0532,20.1078,9.0164,3.0516
89.400,map,20.0799,9.0941,3.0580,20.0630,9.0203,3.0561
89.500,map,20.0346,9.0978,3.0617,20.0182,9.0241,3.0599
89.600,map,19.9898,9.1013,3.0648,19.9734,9.0277,3.0632
89.700,map,19.9450,9.1047,3.0677,19.9285,9.0311,3.0660
89.800,map,19.9002,9.1079,3.0702,19.8836,9.0345,3.0685
89.900,map,19.8558,9.1111,3.0720,19.8387,9.0377,3.0706
90.000,map,19.8112,9.1141,3.0740,19.7939,9.0409,3.0724
90.100,map,19.7661,9.1172,3.0754,19.7490,9.0439,3.0740
90.200,map,19.7213,9.1201,3.0766,19.7041,9.0469,3.0754
90.300,map,19.6761,9.1230,3.0775,19.6592,9.0499,3.0766
90.400,map,19.6312,9.1259,3.0785,19.6143,9.0528,3.0777
90.500,map,19.5865,9.1287,3.0797,19.5694,9.0556,3.0786
90.600,map,19.5416,9.1315,3.0804,19.5244,9.0585,3.0794
90.700,map,19.4964,9.1342,3.0813,19.4795,9.0612,3.0800
90.800,map,19.4515,9.1369,3.0813,19.4346,9.0640,3.0804
90.900,map,19.4060,9.1397,3.0818,19.3897,9.0667,3.0807
91.000,map,19.3614,9.1423,3.0820,19.3448,9.0695,3.0810
91.100,map,19.3164,9.1450,3.0823,19.2999,9.0722,3.0812
91.200,map,19.2714,9.1477,3.0827,19.2549,9.0749,3.0814
91.300,map,19.2268,9.1503,3.0828,19.2100,9.0776,3.0815
91.400,map,19.1819,9.1529,3.0829,19.1651,9.0803,3.0817
91.500,map,19.1367,9.1556,3.0830,19.1202,9.0830,3.0818
91.600,map,19.0913,9.1582,3.0830,19.0753,9.0857,3.0819
91.700,map,19.0465,9.1608,3.0834,19.0303,9.0884,3.0820
91.800,map,19.0018,9.1635,3.0835,18.9854,9.0911,3.0820
91.900,map,18.9569,9.1661,3.0834,18.9405,9.0937,3.0821
92.000,map,18.9128,9.1686,3.0838,18.8956,9.0964,3.0821
92.100,map,18.8679,9.1712,3.0842,18.8507,9.0991,3.0821
92.200,map,18.8231,9.1738,3.0842,18.8057,9.1018,3.0821
92.300,map,18.7779,9.1764,3.0842,18.7608,9.1044,3.0820
92.400,map,18.7327,9.1790,3.0841,18.7159,9.1071,3.0819
92.500,map,18.6880,9.1816,3.0842,18.6710,9.1098,3.0818
92.600,map,18.6433,9.1841,3.0841,18.6261,9.1125,3.0818
92.700,map,18.5982,9.1867,3.0839,18.5811,9.1152,3.0817
92.800,map,18.5533,9.1893,3.0839,18.5362,9.1179,3.0816
92.900,map,18.5084,9.1919,3.0840,18.4913,9.1206,3.0816
93.000,map,18.4638,9.1945,3.0840,18.4464,9.1233,3.0815
93.100,map,18.4195,9.1971,3.0815,18.4018,9.1260,3.0795
93.200,map,18.3753,9.2000,3.0690,18.3576,9.1290,3.0672
93.300,map,18.3313,9.2035,3.0560,18.3130,9.1326,3.0545
93.400,map,18.2866,9.2076,3.0447,18.2685,9.1367,3.0433
93.500,map,18.2443,9.2120,3.0292,18.2263,9.1412,3.0280
93.600,map,18.2024,9.2170,3.0123,18.1847,9.1463,3.0107
93.700,map,18.1612,9.2228,2.9903,18.1435,9.1521,2.9889
93.800,map,18.1217,9.2293,2.9674,18.1041,9.1587,2.9655
93.900,map,18.0844,9.2364,2.9422,18.0669,9.1658,2.9402
94.000,map,18.0463,9.2446,2.9188,18.0285,9.1741,2.9168
94.100,map,18.0085,9.2536,2.8935,17.9904,9.1833,2.8920
94.200,map,17.9722,9.2633,2.8695,17.9536,9.1932,2.8676
94.300,map,17.9363,9.2738,2.8453,17.9180,9.2037,2.8432
94.400,map,17.8988,9.2857,2.8223,17.8807,9.2156,2.8202
94.500,map,17.8637,9.2977,2.7995,17.8454,9.2278,2.7972
94.600,map,17.8296,9.3104,2.7697,17.8111,9.2406,2.7676
94.700,map,17.8003,9.3225,2.7251,17.7818,9.2528,2.7229
94.800,map,17.7762,9.3340,2.6660,17.7578,9.2643,2.6635
94.900,map,17.7573,9.3444,2.6066,17.7388,9.2748,2.6036
95.000,map,17.7395,9.3556,2.5554,17.7211,9.2861,2.5525
95.100,map,17.7197,9.3694,2.5122,17.7014,9.2999,2.5094
95.200,map,17.6988,9.3853,2.4756,17.6805,9.3158,2.4731
95.300,map,17.6760,9.4038,2.4449,17.6580,9.3342,2.4425
95.400,map,17.6539,9.4227,2.4189,17.6360,9.3532,2.4168
95.500,map,17.6321,9.4425,2.3972,17.6142,9.3729,2.3950
95.600,map,17.6098,9.4634,2.3788,17.5920,9.3939,2.3767
95.700,map,17.5885,9.4841,2.3630,17.5705,9.4148,2.3611
95.800,map,17.5676,9.5049,2.3497,17.5497,9.4357,2.3479
95.900,map,17.5463,9.5268,2.3387,17.5283,9.4577,2.3367
96.000,map,17.5247,9.5494,2.3291,17.5069,9.4802,2.3272
96.100,map,17.5041,9.5713,2.3210,17.4861,9.5024,2.3192
96.200,map,17.4834,9.5937,2.3141,17.4652,9.5250,2.3123
96.300,map,17.4626,9.6165,2.3085,17.4445,9.5478,2.3066
96.400,map,17.4423,9.6389,2.3034,17.4242,9.5704,2.3017
96.500,map,17.4219,9.6617,2.2992,17.4038,9.5932,2.2975
96.600,map,17.4010,9.6852,2.2958,17.3828,9.6170,2.2940
96.700,map,17.3807,9.7082,2.2928,17.3625,9.6400,2.2910
96.800,map,17.3604,9.7312,2.2905,17.3423,9.6631,2.2885
96.900,map,17.3397,9.7549,2.2883,17.3217,9.6867,2.2863
97.000,map,17.3166,9.7815,2.2861,17.2984,9.7136,2.2843
97.100,map,17.2989,9.8019,2.2846,17.2808,9.7339,2.2829
97.200,map,17.2793,9.8245,2.2832,17.2610,9.7569,2.2816
97.300,map,17.2677,9.8472,2.2824,17.2414,9.7797,2.2806
97.400,map,17.2501,9.8700,2.2817,17.2216,9.8027,2.2798
97.500,map,17.2306,9.8927,2.2811,17.2022,9.8253,2.2793
97.600,map,17.2111,9.9154,2.2808,17.1828,9.8480,2.2788
97.700,map,17.1919,9.9377,2.2805,17.1637,9.8704,2.2785
97.800,map,17.1725,9.9603,2.2803,17.1444,9.8930,2.2782
97.900,map,17.1527,9.9833,2.2799,17.1246,9.9160,2.2779
98.000,map,17.1327,10.0067,2.2794,17.1047,9.9394,2.2776
98.100,map,17.1126,10.0302,2.2792,17.0846,9.9629,2.2775
98.200,map,17.0923,10.0538,2.2790,17.0643,9.9866,2.2773
98.300,map,17.0722,10.0773,2.2789,17.0442,10.0102,2.2772
98.400,map,17.0524,10.1004,2.2786,17.0245,10.0333,2.2771
98.500,map,17.0323,10.1239,2.2786,17.0043,10.0570,2.2771
98.600,map,17.0116,10.1482,2.2788,16.9837,10.0811,2.2770
98.700,map,16.9907,10.1725,2.2786,16.9632,10.1052,2.2770
98.800,map,16.9702,10.1965,2.2785,16.9425,10.1294,2.2769
98.900,map,16.9480,10.2225,2.2784,16.9204,10.1553,2.2769
99.000,map,16.9252,10.2490,2.2784,16.8979,10.1818,2.2769
99.100,map,16.8922,10.2772,2.2802,16.8737,10.2102,2.2769
99.200,map,16.8653,10.3060,2.2802,16.8489,10.2392,2.2765
99.300,map,16.8397,10.3359,2.2796,16.8233,10.2693,2.2758
99.400,map,16.8125,10.3676,2.2789,16.7963,10.3011,2.2751
99.500,map,16.7849,10.3997,2.2791,16.7689,10.3334,2.2745
99.600,map,16.7559,10.4337,2.2786,16.7398,10.3676,2.2740
99.700,map,16.7266,10.4679,2.2781,16.7107,10.4019,2.2735
99.800,map,16.6977,10.5017,2.2776,16.6817,10.4363,2.2730
99.900,map,16.6683,10.5362,2.2770,16.6526,10.4706,2.2726
100.000,map,16.6389,10.5706,2.2768,16.6236,10.5050,2.2723
100.100,map,16.6096,10.6050,2.2768,16.5945,10.5394,2.2720
100.200,map,16.5805,10.6392,2.2762,16.5655,10.5738,2.2717
100.300,map,16.5513,10.6735,2.2758,16.5365,10.6082,2.2715
100.400,map,16.5222,10.7077,2.2757,16.5075,10.6426,2.2713
100.500,map,16.4935,10.7429,2.2736,16.4785,10.6770,2.2712
100.600,map,16.4645,10.7772,2.2737,16.4495,10.7114,2.2714
100.700,map,16.4353,10.8117,2.2739,16.4204,10.7458,2.2717
100.800,map,16.4063,10.8459,2.2737,16.3914,10.7802,2.2719
100.900,map,16.3768,10.8807,2.2738,16.3624,10.8145,2.2722
101.000,map,16.3447,10.9186,2.2743,16.3304,10.8523,2.2724
101.100,map,16.3185,10.9495,2.2743,16.3043,10.8833,2.2726
101.200,map,16.2896,10.9834,2.2746,16.2752,10.9176,2.2728
101.300,map,16.2608,11.0175,2.2744,16.2462,10.9520,2.2729
101.400,map,16.2318,11.0516,2.2745,16.2171,10.9864,2.2731
101.500,map,16.2026,11.0860,2.2746,16.1880,11.0207,2.2732
101.600,map,16.1736,11.1245,2.2749,16.1590,11.0550,2.2734
101.700,map,16.1446,11.1597,2.2752,16.1299,11.0894,2.2737
101.800,map,16.1153,11.1940,2.2757,16.1008,11.1237,2.2740
101.900,map,16.0861,11.2284,2.2761,16.0717,11.1580,2.2743
102.000,map,16.0572,11.2623,2.2766,16.0426,11.1923,2.2746
102.100,map,16.0284,11.2961,2.2765,16.0134,11.2267,2.2748
102.200,map,15.9992,11.3303,2.2769,15.9843,11.2610,2.2749
102.300,map,15.9700,11.3646,2.2767,15.9552,11.2952,2.2751
102.400,map,15.9407,11.3990,2.2767,15.9260,11.3295,2.2753
102.500,map,15.9115,11.4332,2.2767,15.8969,11.3638,2.2754
102.600,map,15.8826,11.4672,2.2764,15.8677,11.3981,2.2756
102.700,map,15.8535,11.5013,2.2768,15.8386,11.4324,2.2758
102.800,map,15.8197,11.5313,2.2785,15.8094,11.4666,2.2760
102.900,map,15.7893,11.5645,2.2786,15.7803,11.5009,2.2756
103.000,map,15.7599,11.5989,2.2775,15.7511,11.5352,2.2746
103.100,map,15.7308,11.6330,2.2768,15.7222,11.5694,2.2736
103.200,map,15.7024,11.6664,2.2760,15.6939,11.6028,2.2728
103.300,map,15.6750,11.6985,2.2754,15.6664,11.6353,2.2720
103.400,map,15.6479,11.7304,2.2747,15.6396,11.6671,2.2713
103.500,map,15.6216,11.7694,2.2741,15.6135,11.6981,2.2706
103.600,map,15.5961,11.8015,2.2738,15.5881,11.7282,2.2706
103.700,map,15.5711,11.8310,2.2743,15.5634,11.7575,2.2710
103.800,map,15.5466,11.8599,2.2748,15.5394,11.7860,2.2715
103.900,map,15.5230,11.8877,2.2749,15.5159,11.8138,2.2720
104.000,map,15.5000,11.9148,2.2754,15.4930,11.8409,2.2724
104.100,map,15.4776,11.9411,2.2757,15.4707,11.8673,2.2728
104.200,map,15.4558,11.9668,2.2760,15.4490,11.8930,2.2731
104.300,map,15.4347,11.9915,2.2763,15.4278,11.9181,2.2734
104.400,map,15.4140,12.0158,2.2764,15.4071,11.9425,2.2737
104.500,map,15.3937,12.0396,2.2767,15.3869,11.9663,2.2740
104.600,map,15.3740,12.0628,2.2768,15.3672,11.9895,2.2742
104.700,map,15.3548,12.0852,2.2770,15.3480,12.0121,2.2745
104.800,map,15.3360,12.1073,2.2770,15.3293,12.0341,2.2747
104.900,map,15.3176,12.1289,2.2772,15.3111,12.0556,2.2749
105.000,map,15.2997,12.1499,2.2774,15.2933,12.0765,2.2751
105.100,map,15.2824,12.1701,2.2774,15.2760,12.0969,2.2753
105.200,map,15.2654,12.1900,2.2774,15.2591,12.1168,2.2755
105.300,map,15.2490,12.2092,2.2776,15.2426,12.1362,2.2757
105.400,map,15.2328,12.2282,2.2780,15.2266,12.1551,2.2759
105.500,map,15.2171,12.2465,2.2783,15.2109,12.1735,2.2761
105.600,map,15.2017,12.2646,2.2783,15.1956,12.1914,2.2762
105.700,map,15.1868,12.2820,2.2785,15.1807,12.2089,2.2763
105.800,map,15.1736,12.2973,2.2783,15.1676,12.2243,2.2763
105.900,map,15.1636,12.3091,2.2783,15.1577,12.2360,2.2763
106.000,map,15.1570,12.3168,2.2783,15.1510,12.2438,2.2763
106.100,map,15.1536,12.3208,2.2783,15.1475,12.2479,2.2763
106.200,map,15.1531,12.3214,2.2783,15.1470,12.2485,2.2763
106.300,map,15.1531,12.3214,2.2783,15.1470,12.2485,2.2763
106.400,map,15.1531,12.3214,2.2783,15.1470,12.2485,2.2763
106.500,map,15.1531,12.3214,2.2803,15.1470,12.2485,2.2783
106.600,map,15.1531,12.3214,2.2952,15.1470,12.2485,2.2934
106.700,map,15.1531,12.3214,2.3254,15.1470,12.2485,2.3236
106.800,map,15.1531,12.3214,2.3706,15.1470,12.2485,2.3687
106.900,map,15.1531,12.3214,2.4315,15.1470,12.2485,2.4289
107.000,map,15.1531,12.3214,2.5063,15.1470,12.2485,2.5040
107.100,map,15.1531,12.3214,2.5948,15.1470,12.2485,2.5922
107.200,map,15.1531,12.3214,2.6853,15.1470,12.2485,2.6822
107.300,map,15.1531,12.3214,2.7754,15.1470,12.2485,2.7722
107.400,map,15.1531,12.3214,2.8645,15.1470,12.2485,2.8622
107.500,map,15.1531,12.3214,2.9555,15.1470,12.2485,2.9522
107.600,map,15.1531,12.3214,3.0463,15.1470,12.2485,3.0422
107.700,map,15.1531,12.3214,3.1360,15.1470,12.2485,3.1322
107.800,map,15.1525,12.3214,-3.0571,15.1464,12.2484,-3.0609
107.900,map,15.1476,12.3207,-2.9671,15.1415,12.2478,-2.9713
108.000,map,15.1379,12.3185,-2.8847,15.1318,12.2456,-2.8895
108.100,map,15.1237,12.3142,-2.8164,15.1175,12.2414,-2.8207
108.200,map,15.1048,12.3072,-2.7591,15.0987,12.2345,-2.7633
108.300,map,15.0820,12.2973,-2.7111,15.0758,12.2247,-2.7152
108.400,map,15.0550,12.2842,-2.6703,15.0488,12.2117,-2.6749
108.500,map,15.0239,12.2677,-2.6364,15.0179,12.1954,-2.6410
108.600,map,14.9893,12.2478,-2.6079,14.9831,12.1757,-2.6125
108.700,map,14.9516,12.2249,-2.5835,14.9454,12.1531,-2.5886
108.800,map,14.9141,12.2010,-2.5634,14.9077,12.1292,-2.5684
108.900,map,14.8766,12.1760,-2.5464,14.8704,12.1047,-2.5513
109.000,map,14.8395,12.1505,-2.5322,14.8333,12.0795,-2.5368
109.100,map,14.8026,12.1244,-2.5197,14.7966,12.0537,-2.5245
109.200,map,14.7651,12.0990,-2.5119,14.7601,12.0275,-2.5140
109.300,map,14.7286,12.0726,-2.5032,14.7239,12.0010,-2.5050
109.400,map,14.6928,12.0457,-2.4947,14.6879,11.9741,-2.4963
109.500,map,14.6574,12.0188,-2.4861,14.6521,11.9470,-2.4879
109.600,map,14.6221,11.9915,-2.4807,14.6165,11.9195,-2.4822
109.700,map,14.5867,11.9638,-2.4761,14.5810,11.8919,-2.4777
109.800,map,14.5515,11.9361,-2.4722,14.5456,11.8641,-2.4739
109.900,map,14.5162,11.9080,-2.4685,14.5103,11.8362,-2.4707
110.000,map,14.4812,11.8800,-2.4658,14.4751,11.8081,-2.4680
110.100,map,14.4463,11.8520,-2.4634,14.4400,11.7800,-2.4658
110.200,map,14.4112,11.8236,-2.4617,14.4049,11.7519,-2.4639
110.300,map,14.3759,11.7951,-2.4603,14.3699,11.7236,-2.4624
110.400,map,14.3408,11.7666,-2.4588,14.3349,11.6953,-2.4610
110.500,map,14.3060,11.7382,-2.4577,14.3000,11.6670,-2.4598
110.600,map,14.2715,11.7101,-2.4565,14.2650,11.6386,-2.4589
110.700,map,14.2365,11.6815,-2.4556,14.2301,11.6102,-2.4580
110.800,map,14.2017,11.6530,-2.4549,14.1952,11.5818,-2.4574
110.900,map,14.1671,11.6245,-2.4545,14.1604,11.5533,-2.4569
111.000,map,14.1322,11.5959,-2.4541,14.1255,11.5249,-2.4564
111.100,map,14.0976,11.5675,-2.4537,14.0907,11.4964,-2.4560
111.200,map,14.0630,11.5391,-2.4533,14.0559,11.4679,-2.4556
111.300,map,14.0282,11.5104,-2.4525,14.0211,11.4394,-2.4553
111.400,map,13.9934,11.4817,-2.4524,13.9862,11.4108,-2.4551
111.500,map,13.9583,11.4528,-2.4521,13.9514,11.3823,-2.4549
111.600,map,13.9236,11.4242,-2.4517,13.9166,11.3538,-2.4548
111.700,map,13.8886,11.3953,-2.4517,13.8818,11.3253,-2.4547
111.800,map,13.8540,11.3668,-2.4516,13.8470,11.2967,-2.4547
111.900,map,13.8192,11.3380,-2.4513,13.8123,11.2682,-2.4546
112.000,map,13.7847,11.3095,-2.4514,13.7775,11.2396,-2.4546
112.100,map,13.7501,11.2810,-2.4517,13.7427,11.2111,-2.4546
112.200,map,13.7151,11.2521,-2.4516,13.7079,11.1826,-2.4546
112.300,map,13.6808,11.2238,-2.4518,13.6731,11.1540,-2.4546
112.400,map,13.6455,11.1947,-2.4520,13.6383,11.1255,-2.4545
112.500,map,13.6111,11.1663,-2.4519,13.6035,11.0969,-2.4545
112.600,map,13.5764,11.1377,-2.4525,13.5687,11.0684,-2.4546
112.700,map,13.5420,11.1094,-2.4527,13.5339,11.0399,-2.4546
112.800,map,13.5075,11.0810,-2.4526,13.4991,11.0113,-2.4546
112.900,map,13.4727,11.0523,-2.4528,13.4643,10.9828,-2.4545
113.000,map,13.4377,11.0235,-2.4532,13.4296,10.9542,-2.4545
113.100,map,13.4029,10.9949,-2.4529,13.3948,10.9257,-2.4544
113.200,map,13.3683,10.9664,-2.4526,13.3600,10.8971,-2.4543
113.300,map,13.3335,10.9377,-2.4528,13.3252,10.8686,-2.4543
113.400,map,13.2988,10.9091,-2.4525,13.2904,10.8400,-2.4542
113.500,map,13.2640,10.8805,-2.4522,13.2556,10.8115,-2.4542
113.600,map,13.2289,10.8515,-2.4522,13.2209,10.7829,-2.4543
113.700,map,13.1943,10.8230,-2.4523,13.1861,10.7544,-2.4543
113.800,map,13.1592,10.7941,-2.4522,13.1513,10.7258,-2.4543
113.900,map,13.1242,10.7652,-2.4522,13.1165,10.6973,-2.4544
114.000,map,13.0893,10.7250,-2.4524,13.0817,10.6687,-2.4544
114.100,map,13.0544,10.6934,-2.4526,13.0469,10.6402,-2.4546
114.200,map,13.0195,10.6647,-2.4531,13.0121,10.6117,-2.4549
114.300,map,12.9849,10.6362,-2.4531,12.9773,10.5831,-2.4551
114.400,map,12.9502,10.6077,-2.4532,12.9425,10.5546,-2.4554
114.500,map,12.9152,10.5789,-2.4534,12.9077,10.5261,-2.4556
114.600,map,12.8805,10.5504,-2.4538,12.8729,10.4976,-2.4558
114.700,map,12.8455,10.5216,-2.4537,12.8380,10.4691,-2.4559
114.800,map,12.8107,10.4931,-2.4539,12.8032,10.4406,-2.4561
114.900,map,12.7764,10.4649,-2.4540,12.7684,10.4121,-2.4562
115.000,map,12.7415,10.4362,-2.4543,12.7335,10.3836,-2.4563
115.100,map,12.7066,10.4076,-2.4545,12.6987,10.3552,-2.4564
115.200,map,12.6721,10.3749,-2.4532,12.6639,10.3267,-2.4564
115.300,map,12.6374,10.3452,-2.4527,12.6290,10.2982,-2.4566
115.400,map,12.6023,10.3163,-2.4532,12.5942,10.2698,-2.4570
115.500,map,12.5675,10.2877,-2.4538,12.5593,10.2413,-2.4575
115.600,map,12.5325,10.2590,-2.4545,12.5244,10.2129,-2.4583
115.700,map,12.4979,10.2306,-2.4552,12.4895,10.1845,-2.4589
115.800,map,12.4632,10.2022,-2.4557,12.4546,10.1561,-2.4596
115.900,map,12.4284,10.1737,-2.4561,12.4196,10.1277,-2.4601
116.000,map,12.3937,10.1454,-2.4567,12.3847,10.0994,-2.4605
116.100,map,12.3589,10.1170,-2.4568,12.3497,10.0711,-2.4609
116.200,map,12.3242,10.0886,-2.4575,12.3147,10.0428,-2.4613
116.300,map,12.2892,10.0600,-2.4575,12.2798,10.0145,-2.4615
116.400,map,12.2501,10.0317,-2.4575,12.2448,9.9862,-2.4618
116.500,map,12.2139,10.0031,-2.4575,12.2098,9.9579,-2.4620
116.600,map,12.1793,9.9749,-2.4579,12.1748,9.9296,-2.4621
116.700,map,12.1446,9.9466,-2.4579,12.1398,9.9013,-2.4621
116.800,map,12.1098,9.9183,-2.4577,12.1047,9.8731,-2.4622
116.900,map,12.0747,9.8896,-2.4578,12.0697,9.8448,-2.4623
117.000,map,12.0399,9.8613,-2.4580,12.0347,9.8165,-2.4623
117.100,map,12.0050,9.8328,-2.4577,11.9997,9.7882,-2.4624
117.200,map,11.9700,9.8044,-2.4581,11.9647,9.7600,-2.4625
117.300,map,11.9348,9.7757,-2.4582,11.9297,9.7317,-2.4625
117.400,map,11.8999,9.7472,-2.4584,11.8947,9.7034,-2.4626
117.500,map,11.8648,9.7187,-2.4585,11.8596,9.6752,-2.4626
117.600,map,11.8297,9.6901,-2.4585,11.8246,9.6469,-2.4625
117.700,map,11.7949,9.6618,-2.4585,11.7896,9.6187,-2.4625
117.800,map,11.7598,9.6333,-2.4584,11.7546,9.5904,-2.4625
117.900,map,11.7250,9.6049,-2.4580,11.7196,9.5621,-2.4624
118.000,map,11.6900,9.5764,-2.4584,11.6846,9.5339,-2.4625
118.100,map,11.6555,9.5484,-2.4585,11.6495,9.5056,-2.4625
118.200,map,11.6209,9.5201,-2.4584,11.6145,9.4773,-2.4625
118.300,map,11.5859,9.4917,-2.4581,11.5795,9.4491,-2.4624
118.400,map,11.5514,9.4635,-2.4580,11.5445,9.4208,-2.4625
118.500,map,11.5164,9.4350,-2.4582,11.5095,9.3925,-2.4625
118.600,map,11.4814,9.4065,-2.4577,11.4745,9.3643,-2.4621
118.700,map,11.4465,9.3780,-2.4572,11.4395,9.3360,-2.4617
118.800,map,11.4073,9.3495,-2.4569,11.4045,9.3077,-2.4613
118.900,map,11.3716,9.3211,-2.4568,11.3695,9.2794,-2.4609
119.000,map,11.3367,9.2926,-2.4563,11.3345,9.2511,-2.4605
119.100,map,11.3015,9.2638,-2.4558,11.2996,9.2227,-2.4601
119.200,map,11.2662,9.2349,-2.4556,11.2646,9.1944,-2.4598
119.300,map,11.2314,9.2064,-2.4554,11.2297,9.1660,-2.4595
119.400,map,11.1967,9.1780,-2.4553,11.1948,9.1376,-2.4593
119.500,map,11.1618,9.1495,-2.4553,11.1599,9.1092,-2.4590
119.600,map,11.1270,9.1209,-2.4552,11.1249,9.0809,-2.4588
119.700,map,11.0927,9.0928,-2.4551,11.0900,9.0525,-2.4586
119.800,map,11.0577,9.0641,-2.4544,11.0551,9.0240,-2.4583
119.900,map,11.0229,9.0356,-2.4542,11.0202,8.9956,-2.4582
120.000,map,10.9915,9.0066,-2.4538,10.9853,8.9672,-2.4581
120.100,map,10.9576,8.9780,-2.4540,10.9505,8.9388,-2.4581
120.200,map,10.9232,8.9497,-2.4539,10.9156,8.9104,-2.4583
120.300,map,10.8888,8.9214,-2.4539,10.8807,8.8820,-2.4584
120.400,map,10.8539,8.8928,-2.4542,10.8458,8.8536,-2.4585
120.500,map,10.8189,8.8641,-2.4544,10.8109,8.8252,-2.4586
120.600,map,10.7845,8.8358,-2.4545,10.7759,8.7968,-2.4587
120.700,map,10.7498,8.8073,-2.4542,10.7410,8.7684,-2.4587
120.800,map,10.7151,8.7789,-2.4541,10.7061,8.7400,-2.4588
120.900,map,10.6804,8.7503,-2.4545,10.6712,8.7116,-2.4589
121.000,map,10.6452,8.7215,-2.4544,10.6363,8.6832,-2.4590
121.100,map,10.6102,8.6927,-2.4546,10.6014,8.6548,-2.4591
121.200,map,10.5751,8.6602,-2.4549,10.5665,8.6264,-2.4591
121.300,map,10.5400,8.6305,-2.4547,10.5315,8.5981,-2.4592
121.400,map,10.5054,8.6021,-2.4546,10.4966,8.5697,-2.4595
121.500,map,10.4707,8.5736,-2.4547,10.4617,8.5413,-2.4598
121.600,map,10.4359,8.5451,-2.4553,10.4267,8.5130,-2.4602
121.700,map,10.4015,8.5169,-2.4557,10.3918,8.4846,-2.4610
121.800,map,10.3666,8.4884,-2.4564,10.3568,8.4563,-2.4616
121.900,map,10.3316,8.4598,-2.4573,10.3218,8.4280,-2.4622
122.000,map,10.2969,8.4315,-2.4577,10.2868,8.3998,-2.4627
122.100,map,10.2617,8.4028,-2.4584,10.2517,8.3715,-2.4631
122.200,map,10.2270,8.3746,-2.4589,10.2167,8.3433,-2.4635
122.300,map,10.1922,8.3463,-2.4596,10.1817,8.3151,-2.4637
122.400,map,10.1535,8.3183,-2.4598,10.1466,8.2869,-2.4639
122.500,map,10.1177,8.2901,-2.4599,10.1115,8.2586,-2.4639
122.600,map,10.0823,8.2614,-2.4597,10.0765,8.2304,-2.4637
122.700,map,10.0472,8.2329,-2.4595,10.0414,8.2022,-2.4635
122.800,map,10.0126,8.2048,-2.4595,10.0064,8.1740,-2.4634
122.900,map,9.9775,8.1763,-2.4590,9.9714,8.1457,-2.4632
123.000,map,9.9425,8.1479,-2.4591,9.9363,8.1175,-2.4631
123.100,map,9.9076,8.1195,-2.4588,9.9013,8.0892,-2.4629
123.200,map,9.8726,8.0910,-2.4589,9.8663,8.0610,-2.4629
123.300,map,9.8379,8.0628,-2.4587,9.8312,8.0327,-2.4628
123.400,map,9.8032,8.0346,-2.4586,9.7962,8.0045,-2.4627
