t,frame,x,y,yaw,gt_x,gt_y,gt_yaw
174.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
174.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
174.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
174.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
175.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
175.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
175.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
175.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
175.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
175.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
175.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
175.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
175.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
175.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
176.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
176.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
176.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
176.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
176.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
176.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
176.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
176.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
176.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
176.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
177.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
177.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
177.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
177.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
177.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
177.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
177.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
177.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
177.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
177.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
178.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
178.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
178.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
178.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
178.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
178.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
178.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
178.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
178.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
178.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
179.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
179.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
179.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
179.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
179.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
179.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
179.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
179.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
179.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
179.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
180.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
180.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
180.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
180.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
180.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
180.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
180.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
180.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
180.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
180.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
181.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
181.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
181.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
181.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
181.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
181.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
181.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
181.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
181.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
181.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
182.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
182.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
182.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
182.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
182.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
182.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
182.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
182.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
182.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
182.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
183.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
183.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
183.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
183.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
183.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
183.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
183.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
183.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
183.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
183.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
184.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
184.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
184.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
184.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
184.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
184.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
184.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
184.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
184.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
184.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
185.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
185.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
185.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
185.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
185.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
185.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
185.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
185.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
185.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
185.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
186.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
186.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
186.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
186.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
186.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
186.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
186.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
186.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
186.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
186.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
187.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
187.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
187.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
187.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
187.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
187.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
187.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
187.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
187.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
187.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
188.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
188.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
188.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
188.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
188.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
188.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
188.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
188.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
188.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
188.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
189.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
189.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
189.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
189.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
189.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
189.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
189.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
189.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
189.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
189.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
190.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
190.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
190.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
190.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
190.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
190.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
190.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
190.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
190.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
190.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
191.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
191.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
191.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
191.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
191.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
191.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
191.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
191.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
191.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
191.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
192.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
192.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
192.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
192.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
192.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
192.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
192.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
192.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
192.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
192.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
193.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
193.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
193.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
193.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
193.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
193.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
193.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
193.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
193.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
193.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
194.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
194.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
194.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
194.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
194.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
194.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
194.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
194.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
194.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
194.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
195.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
195.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
195.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
195.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
195.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
195.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
195.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
195.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
195.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
195.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
196.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
196.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
196.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
196.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
196.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
196.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
196.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
196.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
196.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
196.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
197.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
197.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
197.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
197.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
197.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
197.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
197.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
197.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
197.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
197.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
198.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
198.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
198.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
198.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
198.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
198.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
198.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
198.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
198.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
198.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
199.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
199.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
199.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
199.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
199.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
199.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
199.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
199.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
199.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
199.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
200.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
200.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
200.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
200.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
200.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
200.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
200.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
200.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
200.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
200.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
201.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
201.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
201.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
201.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
201.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
201.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
201.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
201.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
201.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
201.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
202.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
202.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
202.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
202.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
202.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
202.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
202.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
202.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
202.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
202.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
203.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
203.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
203.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
203.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
203.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
203.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
203.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
203.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
203.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
203.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
204.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
204.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
204.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
204.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
204.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
204.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
204.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
204.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
204.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
204.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
205.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
205.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
205.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
205.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
205.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
205.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
205.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
205.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
205.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
205.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
206.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
206.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
206.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
206.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
206.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
206.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
206.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
206.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
206.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
206.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
207.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
207.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
207.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
207.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
207.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
207.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
207.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
207.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
207.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
207.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
208.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
208.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
208.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
208.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
208.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
208.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
208.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
208.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
208.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
208.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
209.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
209.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
209.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
209.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
209.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
209.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
209.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
209.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
209.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
209.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
210.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
210.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
210.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
210.310,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
210.410,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
210.510,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
210.610,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
210.710,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
210.810,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
210.910,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
211.010,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
211.110,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
211.210,map,2.6391,2.6901,-0.1122,2.6303,2.6921,-0.1141
